campus,weather,meal,soup,main_dish,vegetarian,side_dishes,dessert,day_of_week,week_of_month,month,density
4,8.97,0,45,67,18,152,198,3,2,2,2
4,5.62,0,32,69,29,128,87,4,2,2,2
4,7.46,0,30,94,20,150,63,5,2,2,2
4,7.74,0,12,103,44,131,129,6,2,2,1
4,8.14,0,3,17,9,52,335,0,3,2,2
4,9.24,0,15,63,26,77,72,1,3,2,2
4,6.59,0,11,50,45,158,182,2,3,2,2
4,6.79,0,42,100,41,125,187,3,3,2,2
4,6.39,0,26,13,49,24,162,4,3,2,2
4,7.16,0,8,10,42,66,20,5,3,2,2
4,12.54,0,37,101,34,7,162,6,3,2,2
4,7.96,0,4,110,18,30,75,0,4,2,2
4,10.14,0,30,27,14,7,156,1,4,2,2
4,14.12,0,42,41,36,87,18,2,4,2,2
4,17.02,0,41,86,20,172,278,3,4,2,2
4,16.17,0,2,23,68,138,152,4,4,2,1
4,16.36,0,3,27,14,12,290,5,4,2,2
4,18.22,0,0,1,67,7,60,6,4,2,2
4,19.3,0,44,10,31,99,81,0,0,3,2
4,20.23,0,37,76,1,74,137,1,0,3,1
4,13.34,0,0,21,43,69,232,2,0,3,1
4,10.49,0,3,27,14,33,287,3,0,3,1
4,12.69,0,26,50,74,12,139,4,0,3,0
4,13.49,0,49,11,72,125,80,5,0,3,1
4,11.47,0,32,23,68,49,236,6,0,3,1
4,11.37,0,27,54,40,29,118,0,1,3,0
4,12.16,0,42,26,58,180,158,1,1,3,0
4,11.37,0,37,48,18,177,311,2,1,3,0
4,12.77,0,21,109,73,67,52,3,1,3,0
4,12.97,0,0,101,18,12,251,4,1,3,0
4,12.77,0,3,68,26,125,78,5,1,3,0
4,14.84,0,46,119,62,162,110,6,1,3,1
4,18.72,0,12,21,11,7,134,0,2,3,1
4,21.19,0,32,4,34,14,306,1,2,3,1
4,19.56,0,25,105,31,55,82,2,2,3,2
4,12.66,0,3,75,44,160,95,3,2,3,1
4,12.39,0,26,78,43,24,213,4,2,3,1
4,11.09,0,42,26,58,176,62,5,2,3,2
4,18.77,0,34,24,13,7,304,3,3,3,0
4,13.02,0,47,76,1,67,153,4,3,3,1
4,13.09,0,15,120,73,7,0,5,3,3,2
4,13.29,0,15,0,29,125,153,0,4,3,2
4,13.99,0,3,31,49,102,26,1,4,3,1
4,13.14,0,26,8,34,13,37,2,0,4,1
4,14.02,0,15,27,14,7,301,3,0,4,1
4,14.97,0,0,26,59,111,265,4,0,4,1
4,13.09,0,3,30,76,10,240,5,0,4,2
4,11.87,0,37,51,62,141,193,6,0,4,2
4,12.37,0,22,72,33,46,212,0,1,4,1
4,17.31,0,32,35,18,132,25,1,1,4,1
4,14.91,0,27,60,26,24,98,2,1,4,0
4,14.44,0,47,55,36,125,274,3,1,4,1
4,14.49,0,37,24,13,12,288,4,1,4,1
4,12.74,0,21,14,31,32,254,5,1,4,2
4,13.91,0,0,85,62,11,123,6,1,4,2
4,12.27,0,3,62,61,28,248,0,2,4,1
4,12.34,0,46,69,29,125,164,1,2,4,2
4,12.91,0,30,18,66,7,10,2,2,4,1
4,13.99,0,32,58,23,155,189,3,2,4,1
4,14.29,0,30,8,76,7,314,4,2,4,1
4,14.64,0,0,81,26,132,131,5,2,4,2
4,14.81,0,3,62,61,59,337,6,2,4,1
4,15.39,0,21,57,47,73,40,0,3,4,2
4,15.29,0,47,73,14,101,126,1,3,4,2
4,15.89,0,26,99,13,73,291,2,3,4,1
4,15.62,0,1,58,23,54,75,3,3,4,1
4,16.64,0,2,10,18,84,74,4,3,4,2
4,16.64,0,34,77,38,136,84,5,3,4,1
4,15.97,0,32,105,34,17,13,6,3,4,2
4,15.41,0,20,31,49,159,48,0,4,4,1
4,15.62,0,24,78,40,62,32,1,4,4,1
4,19.22,0,27,19,1,17,325,2,4,4,1
4,20.3,0,9,17,34,170,249,3,4,4,1
4,22.6,0,3,76,1,17,324,4,4,4,2
4,23.8,0,12,64,44,132,195,5,0,5,2
4,22.56,0,47,9,34,12,22,6,0,5,2
4,22.3,0,15,26,58,171,216,0,1,5,1
4,24.56,0,15,25,29,139,168,1,1,5,1
4,22.4,0,42,29,64,46,273,2,1,5,0
4,21.98,0,26,93,65,108,25,3,1,5,1
4,21.44,0,12,82,36,100,253,4,1,5,1
4,21.72,0,21,87,21,61,41,5,1,5,0
4,21.92,0,1,30,76,106,69,6,1,5,0
4,23.14,0,3,58,23,31,104,0,2,5,0
4,30.02,0,27,61,16,143,57,1,2,5,0
4,24.19,0,12,8,17,22,325,2,2,5,0
4,24.06,0,20,51,31,105,258,3,2,5,0
4,20.02,0,31,106,18,140,67,4,2,5,0
4,21.1,0,42,62,61,163,214,5,2,5,0
4,22.05,0,3,14,10,130,167,6,2,5,0
4,22.1,0,40,22,70,53,169,0,3,5,0
4,22.4,0,38,75,35,35,58,5,3,5,0
4,22.6,0,32,18,53,17,296,6,3,5,0
4,22.69,0,42,69,30,67,130,0,4,5,0
4,22.73,0,27,62,61,161,88,1,4,5,0
4,23.06,0,12,76,1,12,309,2,4,5,0
4,22.36,0,3,99,13,75,287,3,4,5,0
4,23.44,0,48,30,17,109,106,4,4,5,0
4,23.4,0,29,6,67,109,229,5,4,5,0
4,23.45,0,47,48,41,106,94,6,4,5,0
3,14.34,1,44,0,5,68,239,0,0,0,2
3,12.39,1,0,101,62,24,226,1,0,0,2
3,13.94,1,18,70,72,91,228,2,0,0,2
3,15.22,1,43,58,4,138,227,3,0,0,1
3,13.87,1,32,4,1,116,44,4,0,0,2
3,14.64,1,29,19,10,7,327,5,0,0,0
3,13.81,1,42,95,75,169,211,6,0,0,2
3,13.94,1,26,25,29,102,138,0,1,0,2
3,3.79,1,2,16,43,7,272,1,1,0,2
3,3.96,1,35,27,14,7,330,2,1,0,2
3,4.57,1,17,21,46,0,22,3,1,0,2
3,4.16,1,47,48,74,125,85,4,1,0,2
3,3.09,1,20,64,66,144,107,5,1,0,1
3,5.22,1,12,58,4,160,282,6,1,0,0
3,11.04,1,42,105,43,125,192,0,2,0,2
3,9.52,1,24,97,72,15,222,1,2,0,1
3,11.62,1,44,25,50,166,280,2,2,0,1
3,13.89,1,47,99,19,7,295,3,2,0,1
3,16.23,1,21,38,18,125,1,4,2,0,1
3,5.34,1,30,36,74,125,93,5,2,0,0
3,5.64,1,35,113,62,134,239,6,2,0,0
3,5.26,1,41,76,45,7,132,0,3,0,0
3,7.26,1,3,43,31,38,250,1,3,0,0
3,6.02,1,42,31,48,72,238,2,3,0,0
3,8.54,1,26,27,14,116,300,3,3,0,0
3,7.86,1,32,19,10,68,25,4,3,0,0
3,7.82,1,3,48,62,76,22,5,3,0,0
3,5.36,1,0,60,25,125,308,6,3,0,0
3,4.14,1,42,101,18,62,259,0,4,0,0
3,5.11,1,47,30,76,18,233,1,4,0,0
3,6.29,1,29,44,31,125,210,2,4,0,1
3,7.24,1,18,34,29,51,71,3,0,1,0
3,7.84,1,15,79,20,4,260,4,0,1,1
3,8.54,1,37,4,5,57,323,5,0,1,0
3,8.56,1,16,0,67,125,195,6,0,1,0
3,13.64,1,0,30,17,7,97,0,1,1,0
3,15.79,1,29,20,68,46,231,1,1,1,1
3,16.06,1,12,5,31,175,89,2,1,1,1
3,17.05,1,2,35,42,102,217,3,1,1,1
3,15.87,1,37,3,18,7,2,4,1,1,1
3,16.47,1,32,18,66,7,313,5,1,1,0
3,17.19,1,14,101,72,125,219,6,1,1,1
3,16.14,1,17,47,62,104,13,0,2,1,2
3,14.12,1,29,50,67,7,270,1,2,1,1
3,8.84,1,29,41,18,7,267,2,2,1,2
3,6.34,1,16,10,44,68,183,3,2,1,2
3,7.09,1,12,27,14,7,293,4,2,1,1
3,7.34,1,42,4,26,57,154,5,2,1,2
3,6.99,1,18,30,17,116,150,6,2,1,1
3,7.89,1,0,70,67,166,66,0,3,1,1
3,9.04,1,3,24,19,116,286,1,3,1,1
3,10.44,1,41,47,31,125,263,2,3,1,2
3,11.54,1,42,31,48,7,315,3,3,1,1
3,15.39,1,15,16,27,121,13,4,3,1,2
3,17.23,1,18,97,45,125,13,5,3,1,2
3,18.3,1,3,19,1,7,310,6,3,1,1
3,14.62,1,14,117,29,77,108,0,4,1,2
3,12.44,1,16,19,1,116,312,1,4,1,1
3,12.79,1,24,105,18,142,243,2,4,1,2
3,15.37,1,42,48,67,125,122,3,4,1,2
3,16.52,1,15,116,29,125,79,4,0,2,2
3,13.91,1,12,9,47,85,68,5,0,2,2
3,10.91,1,47,4,1,7,315,6,0,2,1
3,15.24,1,19,2,31,185,193,0,1,2,1
3,12.14,1,15,21,47,7,38,1,1,2,2
3,8.76,1,27,56,72,7,235,2,1,2,2
3,11.62,1,29,16,69,7,229,3,1,2,2
3,6.74,1,12,14,26,138,119,4,1,2,2
3,8.47,1,47,27,14,7,289,5,1,2,1
3,12.12,1,49,60,25,57,178,6,1,2,1
3,17.22,1,41,108,39,133,257,0,2,2,1
3,15.84,1,33,30,76,7,269,1,2,2,0
3,13.31,1,9,58,23,96,266,2,2,2,0
3,14.19,1,42,18,53,72,294,3,2,2,0
3,9.62,1,37,8,31,71,323,4,2,2,1
3,10.99,1,15,62,61,155,185,5,2,2,0
3,12.02,1,26,52,34,7,42,6,2,2,0
3,15.02,1,29,99,13,7,295,0,3,2,0
3,14.37,1,37,31,48,57,6,1,3,2,1
3,6.46,1,27,46,43,5,136,2,3,2,1
3,10.29,1,3,26,58,112,59,3,3,2,0
3,8.47,1,24,109,61,1,222,4,3,2,1
3,11.64,1,45,88,31,147,76,5,3,2,1
3,14.59,1,9,14,29,12,29,6,3,2,1
3,7.99,1,47,19,1,13,184,0,4,2,0
3,13.24,1,12,71,69,125,284,1,4,2,1
3,21.27,1,12,84,18,40,336,2,4,2,1
3,19.47,1,32,62,61,46,186,3,4,2,0
3,21.94,1,20,56,62,7,143,4,4,2,1
3,25.1,1,27,48,20,142,13,5,4,2,1
3,22.95,1,42,77,38,102,166,6,4,2,1
3,23.52,1,29,99,13,7,298,0,0,3,0
3,24.81,1,15,48,20,37,55,1,0,3,1
3,18.31,1,29,105,74,7,13,2,0,3,1
3,17.84,1,12,14,18,19,235,3,0,3,1
3,19.94,1,42,25,51,125,194,4,0,3,1
3,19.67,1,37,62,61,146,106,5,0,3,0
3,15.06,1,42,8,44,12,165,6,0,3,0
3,15.31,1,24,37,66,43,14,0,1,3,0
3,16.72,1,15,16,31,77,64,1,1,3,0
3,16.22,1,3,40,1,62,145,2,1,3,0
3,18.11,1,29,58,23,47,99,3,1,3,0
3,19.06,1,34,88,43,124,65,4,1,3,0
3,19.02,1,24,98,62,36,181,5,1,3,0
3,23.06,1,15,118,46,60,34,6,1,3,1
3,23.94,1,47,27,14,7,179,0,2,3,1
3,26.48,1,27,35,7,182,119,1,2,3,1
3,25.64,1,37,92,44,7,9,2,2,3,1
3,15.34,1,21,30,17,77,283,3,2,3,1
3,13.64,1,12,14,74,8,197,4,2,3,1
3,13.44,1,15,15,62,50,154,5,2,3,2
3,18.52,1,41,80,36,34,155,6,2,3,2
3,20.11,1,3,35,18,7,83,0,3,3,2
3,18.86,1,0,3,31,58,221,1,3,3,2
3,25.69,1,47,104,69,120,4,2,3,3,1
3,23.8,1,27,9,72,125,34,3,3,3,2
3,17.55,1,29,11,18,25,188,4,3,3,2
3,15.84,1,42,62,60,160,105,5,3,3,1
3,16.22,1,26,90,26,126,127,6,3,3,2
3,15.04,1,29,103,38,7,77,0,4,3,2
3,15.29,1,21,18,66,62,299,1,4,3,1
3,14.56,1,29,85,43,120,205,2,0,4,2
3,16.06,1,37,91,67,132,127,3,0,4,2
3,18.89,1,12,80,20,142,92,4,0,4,2
3,15.44,1,20,48,47,24,177,5,0,4,2
3,15.22,1,42,107,66,62,258,6,0,4,2
3,18.05,1,44,50,24,24,193,0,1,4,1
3,21.56,1,42,76,1,7,271,1,1,4,1
3,23.3,1,41,70,20,115,90,2,1,4,1
3,17.11,1,15,16,21,7,175,3,1,4,2
3,16.05,1,3,41,65,7,133,4,1,4,2
3,15.74,1,29,11,44,157,146,5,1,4,2
3,19.86,1,34,19,1,7,321,6,1,4,1
3,13.87,1,24,73,77,62,183,0,2,4,2
3,16.55,1,15,78,40,7,33,1,2,4,2
3,16.73,1,18,108,76,42,50,2,2,4,2
3,16.67,1,27,67,36,7,279,3,2,4,2
3,18.47,1,25,70,18,80,251,4,2,4,2
3,19.31,1,12,88,31,122,116,5,2,4,2
3,16.52,1,18,107,44,12,11,6,2,4,2
3,18.34,1,15,69,73,143,96,0,3,4,2
3,18.97,1,41,86,31,174,256,1,3,4,2
3,20.69,1,10,105,29,86,142,2,3,4,2
3,18.22,1,41,29,64,156,204,3,3,4,2
3,19.67,1,21,30,76,140,322,4,3,4,1
3,20.44,1,47,79,67,167,23,5,3,4,2
3,19.14,1,3,4,76,17,317,6,3,4,1
3,17.94,1,15,7,30,17,77,0,4,4,2
3,19.86,1,26,27,14,17,161,1,4,4,0
3,24.14,1,3,69,25,88,121,2,4,4,2
3,26.4,1,45,46,18,132,12,3,4,4,2
3,27.44,1,7,48,65,136,13,4,4,4,2
3,28.86,1,41,24,13,106,302,5,0,5,0
3,32.7,1,32,58,23,48,264,6,0,5,0
3,31.23,1,34,101,61,3,120,0,1,5,1
3,32.6,1,3,19,1,21,30,1,1,5,1
3,27.94,1,41,111,6,93,70,2,1,5,1
3,26.05,1,37,27,32,65,292,3,1,5,1
3,26.14,1,44,21,46,128,271,4,1,5,1
3,25.69,1,0,79,60,151,246,5,1,5,0
3,26.44,1,18,33,20,26,53,6,1,5,0
3,30.42,1,21,67,35,17,201,0,2,5,0
3,35.2,1,32,66,43,103,195,1,2,5,0
3,31.23,1,11,63,64,89,140,2,2,5,0
3,33.34,1,42,99,13,12,285,3,2,5,0
3,25.1,1,25,29,64,130,190,4,2,5,0
3,24.1,1,38,45,20,82,117,5,2,5,0
3,26.23,1,12,42,8,63,307,6,2,5,0
3,27.92,1,15,47,22,113,7,0,3,5,0
3,27.19,1,27,27,14,17,297,3,3,5,0
3,26.6,1,26,16,18,39,13,4,3,5,0
3,25.27,1,0,26,58,112,163,5,3,5,0
3,25.52,1,15,88,31,183,114,6,3,5,0
3,26.23,1,35,28,15,90,268,0,4,5,1
3,26.6,1,13,68,20,110,91,1,4,5,1
3,26.31,1,25,115,24,81,224,2,4,5,1
3,25.52,1,26,16,18,39,26,3,4,5,1
3,25.72,1,12,1,40,12,115,4,4,5,1
3,25.95,1,30,27,14,70,7,5,4,5,0
3,28.1,1,12,74,3,145,244,6,4,5,1
3,12.49,0,15,2,44,178,220,0,0,0,2
3,8.1,0,46,24,13,3,28,1,0,0,2
3,11.64,0,7,36,34,142,86,2,0,0,2
3,11.74,0,13,31,48,68,329,3,0,0,2
3,7.52,0,12,37,67,168,206,4,0,0,2
3,11.44,0,33,48,69,125,46,5,0,0,2
3,12.72,0,19,62,61,44,22,6,0,0,1
3,7.62,0,16,71,72,116,15,0,1,0,2
3,4.24,0,14,30,17,125,218,1,1,0,1
3,2.82,0,45,102,67,2,172,2,1,0,2
3,2.52,0,15,26,58,184,45,3,1,0,1
3,2.62,0,42,24,13,7,331,4,1,0,1
3,0.82,0,29,60,25,116,25,5,1,0,0
3,4.36,0,46,4,48,88,242,6,1,0,0
3,9.84,0,29,30,76,12,43,0,2,0,0
3,7.39,0,32,62,61,83,174,1,2,0,0
3,5.56,0,26,59,64,160,147,2,2,0,0
3,13.81,0,2,42,41,12,211,3,2,0,0
3,13.39,0,26,4,34,118,180,4,2,0,0
3,3.74,0,15,19,10,7,326,5,2,0,0
3,4.54,0,39,21,46,116,31,6,2,0,0
3,4.64,0,45,71,12,137,101,0,3,0,0
3,4.39,0,17,18,66,128,329,1,3,0,0
3,3.86,0,18,10,5,0,328,2,3,0,0
3,6.42,0,34,37,20,148,72,3,3,0,0
3,3.52,0,47,6,66,7,56,4,3,0,0
3,5.07,0,29,58,4,154,237,5,3,0,0
3,2.82,0,44,4,73,72,211,6,3,0,0
3,2.19,0,17,70,67,166,100,0,4,0,0
3,3.52,0,2,36,20,125,232,1,4,0,0
3,5.02,0,15,113,62,148,21,2,4,0,0
3,1.89,0,12,27,14,7,334,3,0,1,0
3,5.96,0,42,58,4,160,207,4,0,1,0
3,2.79,0,30,109,74,7,8,5,0,1,0
3,7.84,0,26,89,31,123,101,6,0,1,0
3,12.27,0,35,15,45,92,234,0,1,1,0
3,10.84,0,3,26,59,179,261,1,1,1,0
3,13.87,0,42,24,19,7,333,2,1,1,0
3,12.37,0,21,21,46,119,319,3,1,1,0
3,11.47,0,47,19,1,153,209,4,1,1,0
3,14.87,0,15,83,71,166,281,5,1,1,1
3,13.29,0,21,62,60,44,152,6,1,1,1
3,11.27,0,3,57,47,7,262,0,2,1,2
3,6.72,0,0,19,1,24,316,1,2,1,2
3,7.26,0,15,58,4,160,208,2,2,1,1
3,6.22,0,37,76,69,168,85,3,2,1,2
3,5.89,0,29,25,29,94,225,4,2,1,2
3,5.64,0,26,2,31,181,252,5,2,1,1
3,3.84,0,14,71,62,125,103,6,2,1,2
3,5.89,0,26,56,34,7,159,0,3,1,2
3,3.89,0,32,101,18,7,278,1,3,1,2
3,2.99,0,7,35,20,102,18,2,3,1,2
3,4.36,0,2,80,5,125,196,3,3,1,2
3,9.97,0,44,62,61,153,51,4,3,1,1
3,10.29,0,35,30,76,148,255,5,3,1,0
3,10.56,0,32,113,71,94,73,6,3,1,2
3,7.36,0,2,21,46,7,18,0,4,1,2
3,5.89,0,0,121,64,160,47,1,4,1,2
3,6.74,0,29,27,14,114,303,2,4,1,2
3,6.99,0,37,58,4,46,215,3,4,1,1
3,6.72,0,42,92,41,9,195,4,0,2,2
3,7.29,0,2,58,23,45,191,5,0,2,0
3,6.29,0,3,32,77,138,275,6,0,2,1
3,7.34,0,29,37,42,67,174,0,1,2,2
3,7.49,0,42,48,67,24,171,1,1,2,2
3,5.92,0,37,62,61,7,230,2,1,2,1
3,5.54,0,44,11,20,143,199,3,1,2,2
3,5.62,0,26,26,58,180,124,4,1,2,1
3,4.24,0,1,48,62,164,13,5,1,2,1
3,6.64,0,0,119,72,7,112,6,1,2,2
3,11.81,0,34,24,13,7,305,0,2,2,2
3,11.62,0,3,54,20,27,24,1,2,2,0
3,8.26,0,27,86,69,173,3,2,2,2,2
3,8.54,0,45,67,18,152,198,3,2,2,2
3,4.72,0,32,69,29,128,87,4,2,2,2
3,5.86,0,30,94,20,150,63,5,2,2,2
3,6.32,0,12,103,44,131,129,6,2,2,2
3,7.46,0,3,17,9,52,335,0,3,2,2
3,8.26,0,15,63,26,77,72,1,3,2,2
3,4.66,0,11,50,45,158,182,2,3,2,2
3,5.99,0,42,100,41,125,187,3,3,2,2
3,3.22,0,26,13,49,24,162,4,3,2,2
3,4.94,0,8,10,42,66,20,5,3,2,2
3,10.54,0,37,101,34,7,162,6,3,2,2
3,6.86,0,4,110,18,30,75,0,4,2,2
3,7.94,0,30,27,14,7,156,1,4,2,2
3,14.04,0,42,41,36,87,18,2,4,2,2
3,14.64,0,41,86,20,172,278,3,4,2,2
3,12.72,0,2,23,68,138,152,4,4,2,1
3,19.3,0,3,27,14,12,290,5,4,2,1
3,15.29,0,0,1,67,7,60,6,4,2,2
3,15.79,0,44,10,31,99,81,0,0,3,2
3,16.92,0,37,76,1,74,137,1,0,3,1
3,12.74,0,0,21,43,69,232,2,0,3,1
3,10.19,0,3,27,14,33,287,3,0,3,1
3,11.02,0,26,50,74,12,139,4,0,3,1
3,12.39,0,49,11,72,125,80,5,0,3,0
3,10.66,0,32,23,68,49,236,6,0,3,0
3,10.39,0,27,54,40,29,118,0,1,3,0
3,10.97,0,42,26,58,180,158,1,1,3,0
3,10.04,0,37,48,18,177,311,2,1,3,0
3,11.91,0,21,109,73,67,52,3,1,3,0
3,12.31,0,0,101,18,12,251,4,1,3,0
3,12.24,0,3,68,26,125,78,5,1,3,0
3,13.87,0,46,119,62,162,110,6,1,3,1
3,16.02,0,12,21,11,7,134,0,2,3,1
3,19.84,0,32,4,34,14,306,1,2,3,2
3,18.56,0,25,105,31,55,82,2,2,3,2
3,12.06,0,3,75,44,160,95,3,2,3,2
3,11.29,0,26,78,43,24,213,4,2,3,1
3,9.97,0,42,26,58,176,62,5,2,3,1
3,12.54,0,0,121,64,149,127,6,2,3,1
3,13.37,0,37,58,23,31,61,0,3,3,1
3,15.27,0,14,70,34,56,77,1,3,3,2
3,19.36,0,12,60,25,146,277,2,3,3,1
3,16.98,0,34,24,13,7,304,3,3,3,1
3,13.14,0,47,76,1,67,153,4,3,3,1
3,12.27,0,15,120,73,7,0,5,3,3,2
3,13.14,0,24,19,1,72,202,6,3,3,1
3,12.77,0,15,0,29,125,153,0,4,3,2
3,13.41,0,3,31,49,102,26,1,4,3,1
3,12.39,0,26,8,34,13,37,2,0,4,2
3,14.02,0,15,27,14,7,301,3,0,4,1
3,13.89,0,0,26,59,111,265,4,0,4,1
3,12.34,0,3,30,76,10,240,5,0,4,1
3,10.19,0,37,51,62,141,193,6,0,4,2
3,10.62,0,22,72,33,46,212,0,1,4,1
3,14.89,0,32,35,18,132,25,1,1,4,2
3,14.27,0,27,60,26,24,98,2,1,4,0
3,13.72,0,47,55,36,125,274,3,1,4,2
3,12.89,0,37,24,13,12,288,4,1,4,1
3,11.14,0,21,14,31,32,254,5,1,4,1
3,13.19,0,0,85,62,11,123,6,1,4,2
3,10.34,0,3,62,61,28,248,0,2,4,0
3,11.04,0,46,69,29,125,164,1,2,4,2
3,11.81,0,30,18,66,7,10,2,2,4,0
3,12.81,0,32,58,23,155,189,3,2,4,0
3,13.64,0,30,8,76,7,314,4,2,4,1
3,14.37,0,0,81,26,132,131,5,2,4,1
3,14.04,0,3,62,61,59,337,6,2,4,0
3,14.39,0,21,57,47,73,40,0,3,4,1
3,14.59,0,47,73,14,101,126,1,3,4,2
3,15.39,0,26,99,13,73,291,2,3,4,1
3,14.79,0,1,58,23,54,75,3,3,4,0
3,15.34,0,2,10,18,84,74,4,3,4,2
3,15.74,0,34,77,38,136,84,5,3,4,1
3,14.94,0,32,105,34,17,13,6,3,4,2
3,14.29,0,20,31,49,159,48,0,4,4,1
3,15.39,0,24,78,40,62,32,1,4,4,1
3,18.69,0,27,19,1,17,325,2,4,4,0
3,20.02,0,9,17,34,170,249,3,4,4,1
3,21.1,0,3,76,1,17,324,4,4,4,0
3,23.14,0,12,64,44,132,195,5,0,5,1
3,23.19,0,47,9,34,12,22,6,0,5,0
3,23.81,0,15,26,58,171,216,0,1,5,0
3,27.23,0,15,25,29,139,168,1,1,5,0
3,23.02,0,42,29,64,46,273,2,1,5,0
3,21.95,0,26,93,65,108,25,3,1,5,0
3,21.31,0,12,82,36,100,253,4,1,5,0
3,21.1,0,21,87,21,61,41,5,1,5,0
3,21.44,0,1,30,76,106,69,6,1,5,0
3,23.19,0,3,58,23,31,104,0,2,5,0
3,28.45,0,27,61,16,143,57,1,2,5,0
3,24.52,0,12,8,17,22,325,2,2,5,0
3,24.98,0,20,51,31,105,258,3,2,5,0
3,19.47,0,31,106,18,140,67,4,2,5,0
3,20.3,0,42,62,61,163,214,5,2,5,0
3,22.3,0,40,22,70,53,169,0,3,5,0
3,22.36,0,3,91,13,17,241,1,3,5,0
3,21.86,0,47,53,21,23,39,2,3,5,0
3,22.55,0,41,70,36,99,17,3,3,5,0
3,22.84,0,37,30,17,17,319,4,3,5,0
3,21.45,0,38,75,35,35,58,5,3,5,0
3,21.73,0,32,18,53,17,296,6,3,5,0
3,21.77,0,42,69,30,67,130,0,4,5,0
3,22.05,0,27,62,61,161,88,1,4,5,0
3,22.14,0,12,76,1,12,309,2,4,5,0
3,21.55,0,3,99,13,75,287,3,4,5,0
3,22.6,0,48,30,17,109,106,4,4,5,0
3,22.52,0,29,6,67,109,229,5,4,5,0
3,22.92,0,47,48,41,106,94,6,4,5,0
0,14.58,1,44,0,5,68,239,0,0,0,0
0,12.63,1,0,101,62,24,226,1,0,0,2
0,14.18,1,18,70,72,91,228,2,0,0,2
0,15.45,1,43,58,4,138,227,3,0,0,2
0,14.11,1,32,4,1,116,44,4,0,0,2
0,14.88,1,29,19,10,7,327,5,0,0,1
0,14.05,1,42,95,75,169,211,6,0,0,1
0,14.18,1,26,25,29,102,138,0,1,0,2
0,4.03,1,2,16,43,7,272,1,1,0,2
0,4.21,1,35,27,14,7,330,2,1,0,2
0,4.8,1,17,21,46,0,22,3,1,0,2
0,4.4,1,47,48,74,125,85,4,1,0,2
0,3.33,1,20,64,66,144,107,5,1,0,0
0,5.46,1,12,58,4,160,282,6,1,0,0
0,11.28,1,42,105,43,125,192,0,2,0,1
0,9.76,1,24,97,72,15,222,1,2,0,1
0,11.86,1,44,25,50,166,280,2,2,0,1
0,14.13,1,47,99,19,7,295,3,2,0,1
0,16.48,1,21,38,18,125,1,4,2,0,1
0,5.58,1,30,36,74,125,93,5,2,0,0
0,5.88,1,35,113,62,134,239,6,2,0,0
0,5.5,1,41,76,45,7,132,0,3,0,0
0,7.5,1,3,43,31,38,250,1,3,0,0
0,6.26,1,42,31,48,72,238,2,3,0,0
0,8.78,1,26,27,14,116,300,3,3,0,0
0,8.11,1,32,19,10,68,25,4,3,0,0
0,8.06,1,3,48,62,76,22,5,3,0,0
0,4.38,1,42,101,18,62,259,0,4,0,0
0,5.36,1,47,30,76,18,233,1,4,0,0
0,6.53,1,29,44,31,125,210,2,4,0,0
0,7.48,1,18,34,29,51,71,3,0,1,0
0,8.08,1,15,79,20,4,260,4,0,1,0
0,8.78,1,37,4,5,57,323,5,0,1,0
0,8.8,1,16,0,67,125,195,6,0,1,0
0,13.88,1,0,30,17,7,97,0,1,1,1
0,16.03,1,29,20,68,46,231,1,1,1,1
0,16.31,1,12,5,31,175,89,2,1,1,1
0,17.28,1,2,35,42,102,217,3,1,1,1
0,16.11,1,37,3,18,7,2,4,1,1,1
0,16.7,1,32,18,66,7,313,5,1,1,0
0,17.44,1,14,101,72,125,219,6,1,1,0
0,16.38,1,17,47,62,104,13,0,2,1,2
0,14.36,1,29,50,67,7,270,1,2,1,2
0,9.08,1,29,41,18,7,267,2,2,1,2
0,6.58,1,16,10,44,68,183,3,2,1,2
0,7.33,1,12,27,14,7,293,4,2,1,2
0,7.58,1,42,4,26,57,154,5,2,1,1
0,7.23,1,18,30,17,116,150,6,2,1,0
0,8.14,1,0,70,67,166,66,0,3,1,2
0,9.28,1,3,24,19,116,286,1,3,1,2
0,10.68,1,41,47,31,125,263,2,3,1,2
0,11.78,1,42,31,48,7,315,3,3,1,2
0,15.63,1,15,16,27,121,13,4,3,1,2
0,17.48,1,18,97,45,125,13,5,3,1,1
0,18.53,1,3,19,1,7,310,6,3,1,1
0,14.86,1,14,117,29,77,108,0,4,1,2
0,12.68,1,16,19,1,116,312,1,4,1,2
0,13.03,1,24,105,18,142,243,2,4,1,2
0,15.61,1,42,48,67,125,122,3,4,1,2
0,16.75,1,15,116,29,125,79,4,0,2,2
0,14.16,1,12,9,47,85,68,5,0,2,1
0,11.16,1,47,4,1,7,315,6,0,2,1
0,15.48,1,19,2,31,185,193,0,1,2,2
0,12.38,1,15,21,47,7,38,1,1,2,2
0,9.01,1,27,56,72,7,235,2,1,2,2
0,11.86,1,29,16,69,7,229,3,1,2,2
0,6.98,1,12,14,26,138,119,4,1,2,2
0,8.7,1,47,27,14,7,289,5,1,2,1
0,12.36,1,49,60,25,57,178,6,1,2,0
0,17.45,1,41,108,39,133,257,0,2,2,2
0,16.08,1,33,30,76,7,269,1,2,2,2
0,13.55,1,9,58,23,96,266,2,2,2,2
0,14.43,1,42,18,53,72,294,3,2,2,1
0,9.86,1,37,8,31,71,323,4,2,2,2
0,11.23,1,15,62,61,155,185,5,2,2,0
